ts,eid,look,mob,zone,gear,hp_total,swings,last_dmg,bar_max,clean,level,exp
1785716472815,625082,90,Mouse,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,87,3,29,53,1,18,15
1785716485394,625072,90,Mouse,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,112,4,27,70,1,18,25
1785716502071,625068,90,Mouse,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,114,3,27,37,1,18,25
1785716512117,625073,90,Rat,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,114,4,30,75,1,18,25
1785716525192,506814,90,Rat,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,112,4,30,74,1,18,25
1785716541768,625075,90,Rat,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,59,2,27,34,1,18,15
1785716547782,625070,90,Mouse,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,111,4,28,73,1,18,25
1785716555346,625080,90,Rat,Rat Race,Swift sword|Farmer armor|Merchant helm|Sea ring,60,1,60,0,1,18,15
1785716569447,625077,90,Mouse,Rat Race,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,181,1,181,0,1,18,15
1785716577982,555065,,Mouse,Vermin Cavern,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,119,2,62,49,0,18,25
1785716581006,59996,,Mouse,Vermin Cavern,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,62,2,32,37,0,18,15
1785716584528,305845,,Rat,Vermin Cavern,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,110,4,27,76,0,18,25
1785716590571,470802,,Rat,Vermin Cavern,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,56,1,56,0,0,18,15
1785716604685,90986,,Rat,Vermin Cavern,Swift sword|Farmer armor|Merchant helm|Black ring|Sea ring,115,4,29,71,0,18,25
1785716617885,460975,,Mouse,Vermin Cavern,Swift sword|Farmer armor|Merchant helm|Sea ring,141,5,29,79,0,18,25
1785716634491,90984,,White rat,Vermin Cavern,Swift sword|Farmer armor|Merchant helm|Sea ring,147,3,30,49,0,18,25
1785716644290,511321,,Rat,Vermin Cavern,Swift sword|Farmer armor|Merchant helm|Sea ring,64,2,32,45,0,18,15
1785716655940,555375,90,Mouse,Vermin Cavern,Swift sword|Farmer armor|Merchant helm|Sea ring,61,2,31,43,1,18,15
1785716668044,90982,90,Mouse,Vermin Cavern,Swift sword|Farmer armor|Merchant helm|Sea ring,145,5,30,76,1,18,25
1785716704645,555377,90,Rat,Vermin Cavern,Swift sword|Farmer armor|Merchant helm|Sea ring,58,1,58,0,1,18,15
1785723880393,356616,25,Green squirrel,Leviathan Fields,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,167,12,12,84,1,18,577
1785723913247,104804,25,Green squirrel,Leviathan Fields,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,157,9,42,81,1,18,577
1785723949323,664464,25,Green squirrel,Leviathan Fields,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,163,10,39,85,1,18,577
1785723969353,104800,25,Green squirrel,Leviathan Fields,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,142,10,13,81,1,18,577
1785723987367,664462,25,Green squirrel,Leviathan Fields,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,166,10,37,82,1,18,577
1785724092476,353584,25,Green squirrel,Leviathan Hermit,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,167,11,37,91,1,18,577
1785724121506,106193,25,Green squirrel,Leviathan Hermit,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,158,10,12,80,1,18,577
1785724149047,353588,25,Green squirrel,Leviathan Hermit,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,153,12,13,91,1,18,577
1785724167070,353586,25,Green squirrel,Leviathan Hermit,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,171,5,42,84,1,18,577
1785724550252,104808,,Green squirrel,Leviathan Fields,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,133,9,14,78,0,18,577
1785724566813,356614,,Green squirrel,Leviathan Fields,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,140,11,13,90,0,18,577
1785724606960,356618,25,Green squirrel,Leviathan Fields,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,152,9,37,81,1,18,577
1785724692055,718906,25,Green squirrel,Leviathan Fields,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,159,12,13,91,1,19,577
1785724740110,718900,25,Green squirrel,Leviathan Fields,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,153,12,13,90,1,19,577
1785724805216,718904,25,Green squirrel,Leviathan Fields,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,185,12,14,91,1,19,577
1785724858770,727790,,Green squirrel,Leviathan Fields,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,115,9,13,63,0,19,577
1785724901326,718902,25,Green squirrel,Leviathan Fields,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,159,12,12,90,1,19,577
1785724932358,216507,,Green squirrel,Leviathan Mound,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,166,13,14,92,0,19,577
1785724964902,640534,25,Green squirrel,Leviathan Mound,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,171,12,14,84,1,19,577
1785724985422,640536,25,Green squirrel,Leviathan Mound,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,158,12,13,90,1,19,577
1785725038471,718908,25,Green squirrel,Leviathan Fields,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,147,9,12,80,1,19,577
1785725059026,727788,25,Green squirrel,Leviathan Fields,Novice sword|Farmer armor|Merchant helm|Black ring|Sea ring,167,13,14,92,1,19,577
