ts,eid,mob,zone,hit,dmg,level,might,grace,will,dam,hit_stat,ac,self_x,self_y,mob_x,mob_y,facing,rel_dir,dist,weapon,gear
1786821019168,456817,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,11,5,11,5,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821069365,445269,,Mythic Waters 1,1,32,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821069967,445269,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821070571,445269,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821071296,445269,,Mythic Waters 1,1,26,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821071902,445269,,Mythic Waters 1,1,27,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821072509,445269,,Mythic Waters 1,1,39,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821073235,445269,,Mythic Waters 1,1,29,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821073841,445269,,Mythic Waters 1,1,35,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821074445,445269,,Mythic Waters 1,1,27,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821075170,445269,,Mythic Waters 1,1,87,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821075776,445269,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821076381,445269,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821077107,445269,,Mythic Waters 1,1,28,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821077715,445269,,Mythic Waters 1,1,30,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821078322,445269,,Mythic Waters 1,1,105,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821079049,445269,,Mythic Waters 1,1,93,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821079658,445269,,Mythic Waters 1,1,38,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821080262,445269,,Mythic Waters 1,1,35,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821081008,445269,,Mythic Waters 1,1,33,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821081612,445269,,Mythic Waters 1,1,40,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821082216,445269,,Mythic Waters 1,1,36,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821082944,445269,,Mythic Waters 1,1,36,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821083550,445269,,Mythic Waters 1,1,32,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821084156,445269,,Mythic Waters 1,1,37,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821084880,445269,,Mythic Waters 1,1,40,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821085487,445269,,Mythic Waters 1,1,102,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821088217,445269,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821088823,445269,,Mythic Waters 1,1,36,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821089429,445269,,Mythic Waters 1,1,36,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821090155,445269,,Mythic Waters 1,1,34,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821090761,445269,,Mythic Waters 1,1,27,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821091367,445269,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821092093,445269,,Mythic Waters 1,1,31,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821092696,445269,,Mythic Waters 1,1,26,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821093301,445269,,Mythic Waters 1,1,26,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821094033,445269,,Mythic Waters 1,1,39,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821094639,445269,,Mythic Waters 1,1,28,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821095243,445269,,Mythic Waters 1,1,37,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821095969,445269,,Mythic Waters 1,1,33,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821096472,445269,,Mythic Waters 1,1,33,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821097077,445269,,Mythic Waters 1,1,38,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821097681,445269,,Mythic Waters 1,1,29,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821098408,445269,,Mythic Waters 1,1,36,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821099014,445269,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821099622,445269,,Mythic Waters 1,1,39,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821100347,445269,,Mythic Waters 1,1,40,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821103218,445269,,Mythic Waters 1,1,27,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821103823,445269,,Mythic Waters 1,1,27,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821104428,445269,,Mythic Waters 1,1,30,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821105152,445269,,Mythic Waters 1,1,40,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821105758,445269,,Mythic Waters 1,1,38,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821106361,445269,,Mythic Waters 1,1,38,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821107087,445269,,Mythic Waters 1,1,37,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821107691,445269,,Mythic Waters 1,1,39,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821108299,445269,,Mythic Waters 1,1,90,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821109022,445269,,Mythic Waters 1,1,31,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821109626,445269,,Mythic Waters 1,1,39,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821110231,445269,,Mythic Waters 1,1,38,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821110962,445269,,Mythic Waters 1,1,40,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821111564,445269,,Mythic Waters 1,1,39,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821112067,445269,,Mythic Waters 1,1,36,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821112671,445269,,Mythic Waters 1,1,35,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821113400,445269,,Mythic Waters 1,1,26,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821114003,445269,,Mythic Waters 1,1,36,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821114607,445269,,Mythic Waters 1,1,27,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821115333,445269,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821116228,445269,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821116834,445269,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,13,5,13,6,2,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821142648,468961,,Mythic Waters 1,1,30,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821143250,468961,,Mythic Waters 1,1,39,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821143853,468961,,Mythic Waters 1,1,30,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821144577,468961,,Mythic Waters 1,1,31,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821145183,468964,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,5,15,5,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821145785,468964,,Mythic Waters 1,1,78,28,20,28,13,0,6,26,15,5,15,5,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821146508,468961,,Mythic Waters 1,1,68,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821147112,468961,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821147716,468961,,Mythic Waters 1,1,27,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821148438,468961,,Mythic Waters 1,1,79,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821151288,468964,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,5,15,5,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821154135,468964,,Mythic Waters 1,1,77,28,20,28,13,0,6,26,15,5,15,5,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821154739,468964,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,5,15,5,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821155342,468964,,Mythic Waters 1,1,71,28,20,28,13,0,6,26,15,5,15,5,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821158437,468964,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,5,15,5,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821158937,468964,,Mythic Waters 1,1,144,28,20,28,13,0,6,26,15,5,15,5,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821159539,468964,,Mythic Waters 1,1,144,28,20,28,13,0,6,26,15,5,15,5,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821162271,468964,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,5,15,5,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821162878,468964,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,5,15,5,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821163481,468964,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,5,15,5,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821166187,468961,,Mythic Waters 1,1,35,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821166791,468961,,Mythic Waters 1,1,38,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821167396,468961,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821170004,468961,,Mythic Waters 1,1,39,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821170607,468961,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821171214,468961,,Mythic Waters 1,1,31,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821173823,468961,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821174334,468961,,Mythic Waters 1,1,35,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821174939,468961,,Mythic Waters 1,1,35,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821175544,468961,,Mythic Waters 1,1,38,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821176270,468961,,Mythic Waters 1,1,34,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821179116,468961,,Mythic Waters 1,1,38,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821179721,468961,,Mythic Waters 1,1,28,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821180326,468961,,Mythic Waters 1,1,32,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821182938,468961,,Mythic Waters 1,1,39,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821183543,468961,,Mythic Waters 1,1,39,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821184153,468961,,Mythic Waters 1,1,39,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821186760,468961,,Mythic Waters 1,1,33,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821187365,468961,,Mythic Waters 1,1,35,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821187969,468961,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821190575,468961,,Mythic Waters 1,1,40,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821191082,468961,,Mythic Waters 1,1,117,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821191664,468961,,Mythic Waters 1,1,29,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821194512,468961,,Mythic Waters 1,1,39,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821195116,468961,,Mythic Waters 1,1,39,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821197846,468961,,Mythic Waters 1,1,36,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821198455,468961,,Mythic Waters 1,1,38,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821201187,468961,,Mythic Waters 1,1,27,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821201790,468961,,Mythic Waters 1,1,39,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821202393,468961,,Mythic Waters 1,1,37,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821205483,468961,,Mythic Waters 1,1,28,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821206087,468961,,Mythic Waters 1,1,39,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821206591,468961,,Mythic Waters 1,1,39,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821209318,468961,,Mythic Waters 1,1,32,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821209924,468961,,Mythic Waters 1,1,29,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821210526,468961,,Mythic Waters 1,1,36,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821211256,468961,,Mythic Waters 1,1,35,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821211860,468961,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821212464,468961,,Mythic Waters 1,1,31,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821215070,468961,,Mythic Waters 1,1,36,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821215677,468961,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821216280,468961,,Mythic Waters 1,1,35,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821218987,468961,,Mythic Waters 1,1,31,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821221836,468961,,Mythic Waters 1,1,38,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821222346,468961,,Mythic Waters 1,1,34,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821222951,468961,,Mythic Waters 1,1,29,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821225681,468961,,Mythic Waters 1,1,36,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821226293,468961,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821226898,468961,,Mythic Waters 1,1,37,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821229505,468961,,Mythic Waters 1,1,35,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821230109,468961,,Mythic Waters 1,1,33,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821230714,468961,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821233806,468961,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821234410,468961,,Mythic Waters 1,1,40,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821235014,468961,,Mythic Waters 1,1,34,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821237623,468961,,Mythic Waters 1,1,39,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821238126,468961,,Mythic Waters 1,1,33,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821238730,468961,,Mythic Waters 1,1,81,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821239333,468961,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,5,15,4,0,0,1,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821242430,468961,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,4,15,4,0,1,0,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821243034,468962,,Mythic Waters 1,1,38,28,20,28,13,0,6,26,15,4,15,6,2,1,2,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821243640,468962,,Mythic Waters 1,1,32,28,20,28,13,0,6,26,15,4,15,6,2,1,2,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821246351,468962,,Mythic Waters 1,1,32,28,20,28,13,0,6,26,15,4,15,6,2,1,2,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821246953,468962,,Mythic Waters 1,1,38,28,20,28,13,0,6,26,15,4,15,6,2,1,2,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821247561,468962,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,4,15,6,2,1,2,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821250170,468962,,Mythic Waters 1,0,0,28,20,28,13,0,6,26,15,4,15,6,2,1,2,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821250774,468962,,Mythic Waters 1,1,29,28,20,28,13,0,6,26,15,4,15,6,2,1,2,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821251378,468962,,Mythic Waters 1,1,29,28,20,28,13,0,6,26,15,4,15,6,2,1,2,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
1786821252104,468962,,Mythic Waters 1,1,32,28,20,28,13,0,6,26,15,4,15,6,2,1,2,Viperhead woodsword,Viperhead woodsword|Royal armor|Black ring|Black ring
