SplId,SplIdentifier,SplDescription,SplType,SplPthId,SplAlignment,SplMark,SplLevel,SplQuestion,SplDispel,SplAether,SplMute,SplActive,SplCanFail,SplTicker
4703,cotw_panda_bear_poet,Call of the Wild (Panda Bear),5,4,0,0,0,,0,0,0,1,0,1
4704,cotw_wild_monkey_poet,Call of the Wild (Wild Monkey),5,4,0,0,0,,0,0,0,1,0,1
4705,cotw_gorilla_poet,Call of the Wild (Gorilla),5,4,0,0,0,,0,0,0,1,0,1
4706,kwisin_companion_poet,Companion of Kwi-Sin,5,4,1,0,0,,0,0,0,1,0,1
4707,mingken_companion_poet,Companion of Ming-Ken,5,4,2,0,0,,0,0,0,1,0,1
4708,ohaeng_companion_poet,Companion of Ohaeng,5,4,3,0,0,,0,0,0,1,0,1
4709,kwisin_assistant_poet,Kwi-Sin Assistant,5,4,1,0,0,,0,0,0,1,0,1
4710,mingken_assistant_poet,Ming-Ken Assistant,5,4,2,0,0,,0,0,0,1,0,1
4711,ohaeng_assistant_poet,Ohaeng Assistant,5,4,3,0,0,,0,0,0,1,0,1
4712,kwisin_protector_poet,Kwi-Sin Protector,5,4,1,0,0,,0,0,0,1,0,1
4713,mingken_protector_poet,Ming-Ken Protector,5,4,2,0,0,,0,0,0,1,0,1
4714,ohaeng_protector_poet,Ohaeng Protector,5,4,3,0,0,,0,0,0,1,0,1
4715,kwisin_fighter_poet,Fighter of Kwi-Sin,5,4,1,0,0,,0,0,0,1,0,1
4716,mingken_fighter_poet,Fighter of Ming-Ken,5,4,2,0,0,,0,0,0,1,0,1
4717,ohaeng_fighter_poet,Fighter of Ohaeng,5,4,3,0,0,,0,0,0,1,0,1
4718,kwisin_warrior_poet,Warrior of Kwi-Sin,5,4,1,0,0,,0,0,0,1,0,1
4719,mingken_warrior_poet,Ming-Ken Warrior,5,4,2,0,0,,0,0,0,1,0,1
4720,ohaeng_warrior_poet,Warrior of Ohaeng,5,4,3,0,0,,0,0,0,1,0,1
4721,kwisin_champion_poet,Kwi-Sin Champion,5,4,1,1,0,,0,0,0,1,0,1
4722,mingken_champion_poet,Ming-Ken Champion,5,4,2,1,0,,0,0,0,1,0,1
4723,ohaeng_champion_poet,Ohaeng Champion,5,4,3,1,0,,0,0,0,1,0,1
4724,kwisin_avatar_poet,Avatar of Kwi-Sin,5,4,1,2,0,,0,0,0,1,0,1
4725,mingken_avatar_poet,Ming-Ken Avatar,5,4,2,2,0,,0,0,0,1,0,1
4726,ohaeng_avatar_poet,Avatar of Ohaeng,5,4,3,2,0,,0,0,0,1,0,1
4727,cotw_wind_dancer_poet,Wind dancer,5,4,0,1,0,,0,0,0,1,0,1
4728,cotw_wind_warrior_poet,Wind warrior,5,4,0,2,0,,0,0,0,1,0,1
10000,===GM SPELLS===,===GM SPELLS,5,5,0,0,0,,0,0,0,0,1,1
10001,map_editor,Map Editor,5,5,0,0,0,,0,0,0,1,0,1
10002,add_script,Add script,1,5,0,0,0,"R, B, G, Y, P, C, S >",0,0,0,1,0,1
10003,delete_spawn,Delete espawn,2,5,0,0,0,Which target? >,0,0,0,1,0,1
10004,instance_ambush,Instance Ambush,5,5,-1,0,0,,0,0,0,1,1,1
10500,ninja_disguise,Ninja disguise,2,5,0,0,0,Which target? >,0,0,0,1,0,1
10501,ninja_swap,Ninja swap,2,5,0,0,0,Which target? >,0,0,0,1,0,1
10502,dnd,Dnd,5,5,0,0,0,,0,0,0,1,0,1
10504,lokis_favor,Loki\'s Favor,5,99,-1,0,0,,0,0,0,1,1,1
11503,blade_crawl,Blade crawl,5,5,0,0,0,,0,0,0,1,0,1
11993,gm_dispell,GM Dispell,2,99,0,0,0,Which target? >,0,0,0,1,0,1
11994,gm_res,GM Res,5,99,0,0,0,,0,0,0,1,0,1
11995,spawn_tool,Spawn Tool,5,5,0,0,0,,0,0,0,1,0,1
11996,random_spawn_scrolls,Random Spawn Scrolls,5,5,0,0,0,,0,0,0,1,0,1
11997,killmobs,kill mobs,5,5,0,0,0,,0,0,0,1,0,1
11998,mass_res,Mass resurrect,5,5,0,0,0,,0,0,0,1,0,1
11999,gm_sage,GM Sage,1,5,0,0,0,> ,0,0,0,1,0,1
12000,==Editor Spells===,===Editor Spells===,5,5,0,0,0,,0,0,0,0,1,1
12001,editor_exit,editor exit,5,5,0,0,0,,0,0,0,1,0,1
12002,tile_next,tile next,5,5,0,0,0,,0,0,0,1,0,1
12003,tile_prev,tile prev,5,5,0,0,0,,0,0,0,1,0,1
12004,toggle_pass,toggle pass,5,5,0,0,0,,0,0,0,1,0,1
12005,obj_next,obj next,5,5,0,0,0,,0,0,0,1,0,1
12006,obj_prev,obj prev,5,5,0,0,0,,0,0,0,1,0,1
12007,tile_copy,tile copy,5,5,0,0,0,,0,0,0,1,0,1
12008,tile_paste,tile paste,5,5,0,0,0,,0,0,0,1,0,1
12009,obj_copy,obj copy,5,5,0,0,0,,0,0,0,1,0,1
12010,obj_paste,obj paste,5,5,0,0,0,,0,0,0,1,0,1
12011,tile_check,tile check,5,5,0,0,0,,0,0,0,1,0,1
12012,tile_find,tile find,1,5,0,0,0,>,0,0,0,1,0,1
12013,obj_check,obj check,5,5,0,0,0,,0,0,0,1,0,1
12014,obj_find,obj find,1,5,0,0,0,>,0,0,0,1,0,1
12015,editor_save,editor save,5,99,0,0,0,,0,0,0,1,0,1
12016,toggle_highlight_pass,toggle highlight pass,5,99,0,0,0,,0,0,0,1,0,1
12017,super_saiyan,Super Saiyan,5,5,0,1,0,,0,0,0,1,0,1
12018,healing_totem,Healing totem,5,99,0,0,0,,0,0,0,1,1,1
12019,summon_healing_totem,Summon healing totem,5,99,0,0,0,,0,0,0,1,1,1
12020,healing_totem_aura,Healing totem aura,5,99,0,0,0,,0,0,0,1,1,1
12021,furious_charge,Furious Charge,5,99,0,0,0,,0,0,0,1,1,1
12022,inspect_mob_gm,Inspect Mob,2,5,-1,0,0,Which target? >,0,0,0,1,0,1
12023,creative,Creative,5,99,-1,0,0,,0,0,0,1,1,1
12024,follow,Follow,2,99,-1,0,0,,0,0,0,1,0,1
12025,wind_walk,Wind walk,5,99,-1,0,0,,0,0,0,1,1,1
12026,gm_push,GM Push,5,99,-1,0,0,,0,0,0,1,1,1
12027,,,5,5,-1,0,0,,0,0,0,1,1,1
29500,===DOG SPELLS===,===DOG SPELLS===,5,5,0,0,0,,0,0,0,0,1,1
29501,fissure,Fissure,2,99,-1,0,0,Which target? >,0,0,0,1,1,1
29502,lava_surge,Lava surge,2,99,-1,0,0,Which target? >,0,0,0,1,0,1
29503,serpents_fury,Serpent\'s Fury,5,99,-1,0,0,,0,0,0,1,0,1
29504,greater_blessing,Greater blessing,5,99,-1,0,0,,0,0,0,1,0,1
29505,spirit_fury,Spirit Fury,5,99,-1,0,0,,0,0,0,1,0,1
29506,fascinate,Fascinate,2,99,-1,0,0,Which target? >,0,0,0,1,1,1
29507,survive,Survive,5,99,-1,0,0,,0,0,0,1,1,1
30000,===SUBPATH SPELLS===,===SUBPATH SPELLS===,5,5,0,0,0,,0,0,0,0,1,1
30100,====Chung Ryong====,====Chung Ryong===,5,6,0,0,0,,0,0,0,0,1,1
30101,chung_ryongs_rage,Chung ryong\'s rage,5,6,-1,0,0,,1,0,0,1,0,1
30200,====Barbarian=======,====Barbarian====,5,10,0,0,0,,0,0,0,0,1,1
30201,sonhi_rage,Sonhi rage,5,10,-1,0,0,,0,0,0,1,1,1
30202,dash_barbarian,Dash,5,10,-1,0,0,,0,0,0,1,1,1
30203,barbarian_cry,Barbarian cry,5,10,-1,0,0,,0,0,0,1,1,1
30204,mount,Mount,5,10,-1,0,0,,0,0,0,1,1,1
30205,wilderness_guise,Wilderness guise,5,10,-1,0,0,,0,0,0,1,1,1
30206,push,Push,5,10,-1,0,0,,0,0,0,1,1,1
30207,envigorate,Envigorate,5,10,-1,0,0,,0,0,0,1,1,1
30208,insult,Insult,5,10,-1,0,0,,0,0,0,1,1,1
30209,rend,Rend,5,10,-1,0,0,,0,0,0,1,1,1
30210,break_jaw,Break jaw,5,10,-1,0,0,,0,0,0,1,1,1
30211,tigers_might,Tiger\'s might,5,10,-1,0,0,,0,0,0,1,1,1
30212,barbarian_rage,Barbarian rage,5,10,-1,0,0,,0,0,0,1,1,1
30213,wilderness_weapon,Wilderness weapon,5,10,-1,1,0,,0,0,0,1,1,1
30214,nomadic_blade,Nomadic blade,5,10,-1,2,0,,0,0,0,1,1,1
30215,dishonor,Dishonor,5,10,-1,0,0,,0,0,0,1,1,1
30216,survival_challenge,Survival challenge,5,10,-1,0,0,,0,0,0,1,1,1
30217,wolf_guise,Wolf guise,5,99,-1,0,0,,0,0,0,1,1,1
30218,rabbit_guise,Rabbit guise,5,99,-1,0,0,,0,0,0,1,1,1
30219,deer_guise,Deer guise,5,99,-1,0,0,,0,0,0,1,1,1
30220,sheep_guise,Sheep guise,5,99,-1,0,0,,0,0,0,1,1,1
30221,thirsty_ogre_guise,Thirsty ogre guise,5,99,-1,0,0,,0,0,0,1,1,1
30222,,,5,5,-1,0,0,,0,0,0,1,1,1
30223,,,5,5,-1,0,0,,0,0,0,1,1,1
30224,,,5,5,-1,0,0,,0,0,0,1,1,1
30225,,,5,5,-1,0,0,,0,0,0,1,1,1
30300,====Chongun======,====Chongun===,5,14,0,0,0,,0,0,0,0,1,1
30301,evaluate_opponent,Evaluate opponent,2,14,-1,0,99,Which target? >,0,0,0,1,0,1
30302,inspire_valor,Inspire valor,5,14,-1,0,99,,0,0,0,1,1,1
30303,art_of_war,Art of war,5,14,-1,0,99,,0,0,0,1,1,1
30304,invincibility,Invincibility,5,14,-1,0,99,,0,0,0,1,1,1
30305,protectors_fury,Protectors fury,5,14,-1,0,99,,0,0,0,1,1,1
30306,harden_weapon,Harden weapon,5,14,-1,1,99,,0,0,0,1,1,1
30307,charge_weapon,Charge weapon,5,14,-1,2,99,,0,0,0,1,1,1
30308,enhanced_drink,Enhanced drink,1,14,-1,0,99,Bless what?,0,0,0,1,1,1
30309,chongun_uniform,Chongun uniform,5,14,-1,0,99,,0,0,0,1,1,1
30310,employ_troop,Employ troop,5,14,-1,0,99,,0,0,0,1,1,1
30311,recognize_honorable_act,Recognize honorable act,5,14,-1,0,99,,0,0,0,1,1,1
30312,sharpen_weapon,Sharpen weapon,5,14,-1,0,99,,0,0,0,1,1,1
30313,title_of_nobility,Title of nobility,5,14,-1,0,99,,0,0,0,1,1,1
30314,spirit_of_war,Spirit of war,5,14,-1,0,99,,0,0,0,1,1,1
30315,protectors_bulwark,Protector\'s Bulwark,5,99,-1,0,0,,0,0,0,1,1,1
30400,====Do==========,====Do======,5,18,0,0,0,,0,0,0,0,1,1
30401,dash_do,Dash,5,18,-1,0,0,,0,0,0,1,1,1
30402,spirit_blade,Spirit blade,5,18,-1,0,0,,0,0,0,1,1,1
30403,blend,Blend,5,18,-1,0,0,,0,0,0,1,1,1
30404,hear_footstep_do,Hear footstep,5,18,-1,0,0,,0,0,0,1,1,1
30405,assess_opponent_do,Assess opponent,2,18,-1,0,0,Which target? >,0,0,0,1,1,1
30406,balance_weapon,Balance weapon,5,18,-1,1,0,,0,0,0,1,1,1
30407,master_weapon,Master weapon,5,18,-1,2,0,,0,0,0,1,1,1
30408,ki_strike,Ki strike,2,18,-1,0,0,Which target? >,0,0,0,1,1,1
30409,crossing_swords,Crossing swords,5,18,-1,0,0,,0,0,0,1,1,1
30410,,,5,5,-1,0,0,,0,0,0,1,1,1
30500,====Baekho======,====Baekho====,5,7,0,0,0,,0,0,0,0,1,1
30501,baekhos_cunning,Baekho\'s cunning,5,7,-1,0,0,,1,0,0,1,0,1
30600,====Merchant====,====Merchant===,5,11,0,0,0,,0,0,0,0,1,1
30601,skill_up_merchant,Skill up,5,11,0,0,0,,0,0,0,1,0,1
30602,engrave,Engrave,2,11,-1,0,0,Which target? >,0,0,0,1,0,1
30603,marketer_guise,Marketer guise,5,11,-1,0,0,,0,0,0,1,1,1
30604,pilfer,Pilfer,5,11,-1,0,0,,0,0,0,1,1,1
30605,bekyunarrow,BekyunArrow,5,11,-1,0,0,,0,0,0,1,1,1
30606,gambling,Gambling,5,11,-1,0,0,,0,0,0,1,1,1
30607,golden_fist,Golden fist,5,11,-1,0,0,,0,0,0,1,1,1
30608,,,5,5,-1,0,0,,0,0,0,1,1,1
30609,,,5,5,-1,0,0,,0,0,0,1,1,1
30610,,,5,5,-1,0,0,,0,0,0,1,1,1
30700,====Ranger=====,====Ranger====,5,15,0,0,0,,0,0,0,0,1,1
30701,skill_up_ranger,Skill up,5,15,0,0,0,,0,0,0,1,0,1
30702,forest_cover,Forest cover,5,15,-1,0,0,,0,0,0,1,1,1
30703,tree_bark,Tree bark,5,15,-1,0,0,,0,0,0,1,1,1
30704,set_pit_trap,Pit trap,5,15,-1,0,0,,0,0,0,1,1,1
30705,carve_arrow,Carve arrow,5,15,-1,0,0,,0,0,0,1,1,1
30706,call_companion,Call companion,5,15,-1,0,0,,0,0,0,1,1,1
30707,scouting_trip,Scouting trip,5,15,-1,0,0,,0,0,0,1,1,1
30708,,,5,5,-1,0,0,,0,0,0,1,1,1
30709,,,5,5,-1,0,0,,0,0,0,1,1,1
30710,,,5,5,-1,0,0,,0,0,0,1,1,1
30800,====Spy======,====Spy======,5,19,0,0,0,,0,0,0,0,1,1
30801,skill_up_spy,Skill up,5,19,0,0,0,,0,0,0,1,0,1
30802,incognito,Incognito,5,19,-1,0,0,,0,0,0,1,1,1
30803,hear_footstep_spy,Hear footstep,5,19,-1,0,0,,0,0,0,1,1,1
30804,spy_kit,Spy kit,5,19,-1,0,0,,0,0,0,1,1,1
30805,mimic_spy,Mimic,5,19,-1,0,0,,0,0,0,1,1,1
30806,assassinate,Assassinate,5,19,-1,0,0,,0,0,0,1,1,1
30807,apply_stealth,Apply stealth,5,19,-1,0,0,,0,0,0,1,1,1
30808,assess_opponent_spy,Assess opponent,2,19,-1,0,0,Which target? >,0,0,0,1,1,1
30809,dagger_to_throat,Dagger to throat,5,19,-1,0,0,,0,0,0,1,1,1
30810,apply_stealth,Apply stealth,5,19,-1,0,0,,0,0,0,1,1,1
30811,,,5,19,-1,0,0,,0,0,0,1,1,1
30812,,,5,5,-1,0,0,,0,0,0,1,1,1
30813,,,5,5,-1,0,0,,0,0,0,1,1,1
30814,,,5,5,-1,0,0,,0,0,0,1,1,1
30815,,,5,5,-1,0,0,,0,0,0,1,1,1
30900,====Ju Jak=====,====Ju Jak====,5,8,0,0,0,,0,0,0,0,1,1
30901,ju_jak_evocation,Ju jak evocation,5,8,-1,0,0,,0,0,0,1,0,1
31000,====Diviner===,====Diviner===,5,12,0,0,0,,0,0,0,0,0,1
31001,read_karma_diviner,Read karma,5,12,-1,0,0,,0,0,0,1,1,1
31002,hear_footstep_diviner,Hear footstep,5,12,-1,0,0,,0,0,0,1,1,1
31003,darken_fate,Darken fate,5,12,-1,0,0,,0,0,0,1,1,1
31004,divine_time,Divine time,5,12,-1,0,0,,0,0,0,1,1,1
31005,vanish,Vanish,5,12,-1,0,0,,0,0,0,1,1,1
31006,seal_fate,Seal fate,5,12,-1,0,0,,0,0,0,1,1,1
31007,voids_vengeance,Voids vengeance,5,12,-1,0,0,,0,0,0,1,1,1
31008,augury,Augury,5,12,-1,0,0,,0,0,0,1,1,1
31009,reveal_fortune,Reveal fortune,5,12,-1,0,0,,0,0,0,1,1,1
31010,witness_of_ritual,Witness of ritual,5,12,-1,0,0,,0,0,0,1,1,1
31011,reveal_alignment,Reveal alignment,5,12,-1,0,0,,0,0,0,1,1,1
31100,====Geomancer===,====Geomancer===,5,16,0,0,0,,0,0,0,0,1,1
31101,reveal_fate,Reveal fate,5,16,-1,0,0,,0,0,0,1,0,1
31102,exhume,Exhume,5,16,-1,0,0,,0,0,0,1,1,1
31103,read_karma_geomancer,Read karma,5,16,-1,0,0,,0,0,0,1,1,1
31104,create_green_potion,GreenPotion,5,16,-1,0,0,,0,0,0,1,1,1
31105,elemental_mastery,Elemental mastery,5,16,-1,0,0,,0,0,0,1,1,1
31106,honor_of_the_three_sects,Honor of the Three Sects,5,16,-1,0,0,,0,0,0,1,1,1
31107,balance_recognition,Balance recognition,5,16,-1,0,0,,0,0,0,1,1,1
31108,inner_sect_recognition,Inner sect recognition,5,16,-1,0,0,,0,0,0,1,1,1
31109,neutrality_recognition,Neutrality recognition,5,16,-1,0,0,,0,0,0,1,1,1
31110,elementalists_mark,Elementalist\'s mark,5,16,-1,0,0,,0,0,0,1,1,1
31111,good_earth,Goodearth,5,16,-1,0,0,,0,0,0,1,1,1
31112,hailstorm,Hailstorm,2,16,-1,0,0,,0,0,0,1,0,1
31113,soften_skin,Soften skin,2,16,-1,0,0,,0,0,0,1,1,1
31114,earths_spite,Earths Spite,2,16,-1,1,0,,0,0,0,1,1,1
31115,ice_bombardment,Ice bombardment,2,16,-1,0,0,,0,0,0,1,1,1
31116,stone_casing,Stone Casing,2,16,-1,0,0,,0,0,0,1,0,1
31117,,,5,5,-1,0,0,,0,0,0,1,1,1
31200,====Shaman====,====Shaman====,5,20,0,0,0,,0,0,0,0,1,1
31201,shamans_solace,Shaman\'s solace,2,20,-1,1,0,,0,0,0,1,0,1
31202,phoenix_flames,Phoenix flames,5,20,-1,0,0,,0,0,0,1,1,1
31203,reincarnate,Reincarnate,5,20,-1,0,0,,0,0,0,1,0,1
31204,,,5,5,-1,0,0,,0,0,0,1,1,1
31205,,,5,5,-1,0,0,,0,0,0,1,1,1
31206,,,5,5,-1,0,0,,0,0,0,1,1,1
31207,,,5,5,-1,0,0,,0,0,0,1,1,1
31208,,,5,5,-1,0,0,,0,0,0,1,1,1
31209,,,5,5,-1,0,0,,0,0,0,1,1,1
31210,shamans_torment,Shaman\'s torment,2,5,-1,0,0,Which target?,0,0,0,1,0,1
31300,====Hyun Moo====,====Hyun Moo====,5,9,0,0,0,,0,0,0,0,1,1
31301,hyun_moo_revival,Hyun moo revival,5,9,-1,0,0,,0,0,0,1,0,1
31400,====Druid=====,====Druid=====,5,13,0,0,0,,0,0,0,0,1,1
31401,control_flames,Control flames,5,13,-1,0,0,,0,0,0,1,0,1
31402,druids_rodent,Druid\'s rodent,1,13,-1,0,0,Become what?,0,0,0,1,1,1
31403,steed,Steed,5,13,-1,0,0,,0,0,0,1,1,1
31404,lightning_storm,Lightning storm,5,13,-1,0,0,,0,0,0,1,1,1
31405,sea_breeze,Sea breeze,5,13,-1,0,0,,0,0,0,1,0,1
31406,natures_bloom,Nature\'s bloom,5,13,-1,0,0,,0,0,0,1,1,1
31407,earth_strike,Earth strike,2,13,-1,0,0,,0,0,0,1,1,1
31408,energy_bloom,Energy bloom,2,13,-1,1,0,,0,0,0,1,1,1
31409,natures_smite,Nature\'s smite,2,13,-1,2,0,,0,0,0,1,1,1
31410,efflorescence,Efflorescence,5,13,-1,0,0,,0,0,0,1,1,1
31500,====Monk========,====Monk=====,5,17,0,0,0,,0,0,0,0,1,1
31501,read_karma_monk,Read karma,5,17,0,0,0,,0,0,0,1,0,1
31502,forgive,Forgive,2,17,0,0,0,Which target? >,0,0,0,1,0,1
31503,second_life,Second life,2,17,-1,0,0,Which target? >,0,0,0,1,0,1
31504,bless_food,Bless food,1,17,-1,0,0,Bless what? >,0,0,0,1,0,1
31505,bless_drink,Bless drink,1,17,-1,0,0,Bless what? >,0,0,0,1,0,1
31506,awe,Awe,5,17,-1,0,0,,0,0,0,1,1,1
31507,son_kal,Son-Kal,5,17,-1,0,0,,0,0,0,1,1,1
31508,faiths_call,Faiths call,2,17,-1,0,0,Which target? >,0,0,0,1,1,1
31509,mass_resurrect,Mass resurrect,5,17,-1,0,0,,0,0,0,1,1,1
31600,====Muse========,====Muse=====,5,21,0,0,0,,0,0,0,0,1,1
31601,song_of_the_goddess,Song of the Goddess,2,21,-1,0,0,Which target? >,0,0,0,1,0,1
31602,sacred_verse,Sacred verse,5,21,-1,1,0,,0,0,0,1,1,1
31603,tranquil_symphony,Tranquil symphony,5,21,-1,2,0,,0,0,0,1,1,1
31604,costume,Costume,5,21,-1,0,0,,0,0,0,1,1,1
31605,warmusic,WarMusic,5,21,-1,0,0,,0,0,0,1,1,1
50000,===NPC SPELLS==,===NPC SPELLS===,5,5,0,0,0,,0,0,0,0,1,1
50001,sanctuary,Sanctuary,2,99,0,0,0,Which target? >,0,0,0,1,0,1
50002,blind,Blind,2,99,0,0,0,Which target? >,0,0,0,1,0,1
50003,snare,Snare,2,99,0,0,0,Which target? >,0,0,0,1,0,1
50004,venom,Venom,2,99,0,0,0,Which target? >,0,0,0,1,0,1
50005,rebirth,Rebirth,2,99,0,0,0,Which target? >,0,0,0,1,0,1
50006,stormstrike,Stormstrike,2,99,0,0,0,Which target? >,0,0,0,1,0,1
50007,peck,Peck,2,99,0,0,0,Which target? >,0,0,0,1,0,1
50008,ambush,Ambush,2,99,0,0,0,Which target? >,0,0,0,1,0,1
50009,resurrect,Resurrect,2,99,0,0,0,Which target? >,0,0,0,1,1,1
50010,mass_resurrect,Mass resurrect,5,99,0,0,0,,0,0,0,1,1,1
50011,scourge,Scourge,2,99,0,0,0,Which target? >,0,0,0,1,1,1
50012,thunder_touch,Thunder touch,2,99,0,0,0,Which target? >,0,0,0,1,1,1
50013,last_stand,Last stand,5,99,0,0,0,,0,0,0,1,1,1
50014,call_lightning,Call lightning,2,99,0,0,0,Which target? >,0,0,0,1,1,1
50015,ion,Ion,2,99,0,0,0,Which target? >,0,0,0,1,1,1
50016,vex,Vex,2,99,0,0,0,Which target? >,0,0,0,1,1,1
50017,battle_preparation,Battle Preparation,5,99,0,0,0,,0,0,0,1,1,1
50018,paralyze,Paralyze,5,99,0,0,0,,0,0,0,1,1,1
50019,harden_body,Harden body,5,99,0,0,0,,0,0,0,1,1,1
50020,purge,Purge,5,99,0,0,0,,0,0,0,1,1,1
50021,chill,Chill,5,99,0,0,0,,0,0,0,1,1,1
50022,taint,Taint,5,99,0,0,0,,0,0,0,1,1,1
50023,curse,Curse,5,99,0,0,0,,0,0,0,1,1,1
50024,corrupt,Corrupt,5,99,0,0,0,,0,0,0,1,1,1
50025,kamikaze,Kamikaze,2,99,0,0,0,,0,0,0,1,1,1
50026,mind_control,Mind control,5,99,0,0,0,,0,0,0,1,1,1
50027,dispell,Dispell,5,99,-1,0,0,,0,0,0,1,1,1
50028,harden_armor,Harden armor,5,99,-1,0,0,,0,0,0,1,1,1
50029,valor,Valor,5,99,-1,0,0,,0,0,0,1,1,1
50030,invoke,Invoke,5,99,-1,0,0,,0,0,0,1,1,1
50031,dishearten,Dishearten,5,99,-1,0,0,,0,0,0,1,1,1
50032,assault,Assault,5,99,-1,0,0,,0,0,0,1,1,1
50033,stagger,Stagger,5,99,-1,0,0,,0,0,0,1,1,1
50034,endear,Endear,5,99,-1,0,0,,0,0,0,1,1,1
50035,freeze,Freeze,5,99,-1,0,0,,0,0,0,1,1,1
50036,chin_baek_ho_ryung,Chin-Baek-Ho-Ryung,5,99,-1,0,0,,0,0,0,1,1,1
50037,health_shrine_spell,Health shrine,5,99,-1,0,0,,0,0,0,1,1,1
50038,magic_shrine_spell,Magic shrine,5,99,-1,0,0,,0,0,0,1,1,1
50039,experience_shrine_spell,Experience shrine,5,99,-1,0,0,,0,0,0,1,1,1
50040,boss296freeze,Frozen,5,99,-1,0,0,,0,0,0,1,1,1
50041,favor_of_the_gods,Favor of the Gods,5,99,-1,0,0,,0,0,0,1,1,1
50042,botchecker,Bot Checker,5,99,-1,0,0,,0,0,0,1,1,1
50043,smoke_screen,Smoke screen,5,99,-1,0,0,,0,0,0,1,1,1
50044,toxic_spray,Toxic spray,5,99,-1,0,0,,0,0,0,1,1,1
50045,tripwire,Tripwire,5,99,-1,0,0,,0,0,0,1,1,1
50046,faded,Faded,5,99,-1,0,0,,0,0,0,1,1,1
50047,purple_potion,Purple potion,5,99,-1,0,0,,0,0,0,1,1,1
50048,poisoned_bracelet_spell,Poisoned Bracelet,5,99,-1,0,0,,0,0,0,1,1,0
50049,hwan_spell,hwan_spell,5,99,-1,0,0,,0,0,0,1,1,0
